,rockets name,organization name,date,lat,lng,S/F,reason for failure
277,Proton-M / Briz-M Enhanced | Badr-5 (Arabsat 5B),International Launch Services,"June 3, 2010 22:00:08 UTC",46.039984,63.032093,S,Na
278,Ariane 5 ECA | ArabSat-5A & COMS-1 (Chollian),Arianespace,"June 26, 2010 21:41:00 UTC",5.239,-52.768,S,Na
279,Minotaur IV | SBSS (USA-216),Orbital Sciences Corporation,"September 26, 2010 04:41:00 UTC",34.57635,-120.63245,S,Na
280,Ariane 5 ECA | Eutelsat W3B & BSAT-3b,Arianespace,"October 28, 2010 21:51:00 UTC",5.239,-52.768,S,Na
281,Ariane 5 ECA | Astra 1N & BSAT-3c/JCSAT-110R,Arianespace,"August 6, 2011 22:52:00 UTC",5.239,-52.768,S,Na
282,Pegasus  | Advanced Photovoltaic Experiment (APEX),Orbital Sciences Corporation,"June 27, 1994 21:15:00 UTC",34.905556,-117.883611,S,Na
283,Pegasus XL | Broadband Advanced Technologies Satellite (BATSAT/Teledesic T1) & Student Nitric Oxide Explorer (SNOE),Orbital Sciences Corporation,"February 26, 1998 07:07:00 UTC",34.732778,-120.568056,S,Na
284,Delta II 7920-10C | STSS-ATRR/GMD (USA-205),United Launch Alliance,"May 5, 2009 20:24:00 UTC",34.7556,-120.6224,F,
285,Delta II 7920-10C | STSS-DEMO/GMD,United Launch Alliance,"September 25, 2009 12:20:00 UTC",28.4458,-80.5657,F,
286,Ariane 5 G | INSAT-3A & Galaxy 12,Arianespace,"April 9, 2003 22:52:00 UTC",5.239,-52.768,S,Na
287,Pegasus XL | Galaxy Evolution Explorer (GALEX),Orbital Sciences Corporation,"April 28, 2003 12:00:00 UTC",28.455556,-80.527778,S,Na
288,Atlas V 401 | SBIRS GEO Flight 1 (USA-230) (SBIRS GEO-1),United Launch Alliance,"May 7, 2011 18:10:00 UTC",28.58341025,-80.58303644,S,Na
289,Atlas V 401 | SBIRS GEO Flight 2 (USA-241) (SBIRS GEO-2),United Launch Alliance,"March 19, 2013 21:21:00 UTC",28.58341025,-80.58303644,S,Na
290,Atlas V 401 | SBIRS GEO Flight 3 (SBIRS GEO-4),United Launch Alliance,"January 21, 2017 01:22:00 UTC",28.58341025,-80.58303644,S,Na
291,Atlas V 411 | SBIRS GEO Flight 4 (SBIRS GEO-3),United Launch Alliance,"January 20, 2018 01:32:00 UTC",28.58341025,-80.58303644,S,Na
292,Atlas V 401 | Landsat DCM (LDCM),United Launch Alliance,"February 11, 2013 18:02:00 UTC",34.64,-120.5895,S,Na
293,Atlas V 401 | Landsat 9,United Launch Alliance,"December 1, 2020 00:00:00 UTC",34.64,-120.5895,S,Na
294,Proton-M / Briz-M Enhanced | Telstar 14R,International Launch Services,"May 20, 2011 19:15:00 UTC",46.039984,63.032093,S,Na
295,H-IIA 204 | Telstar 12 VANTAGE,Mitsubishi Heavy Industries,"November 24, 2015 08:07:00 UTC",30.401,130.977,S,Na
296,Falcon 9 Block 5 | Telstar 19 VANTAGE,SpaceX,"July 22, 2018 09:50:00 UTC",28.56194122,-80.57735736,S,Na
297,Falcon 9 Block 5 | Telstar 18 VANTAGE,SpaceX,"September 10, 2018 07:28:00 UTC",28.56194122,-80.57735736,S,Na
298,Ariane 5 G | Eutelsat 28A & BSAT-2a,Arianespace,"March 8, 2001 22:51:00 UTC",5.239,-52.768,S,Na
299,Ariane 5 ECA | Eutelsat W2M & Hot Bird 9,Arianespace,"December 20, 2008 22:35:00 UTC",5.239,-52.768,S,Na
300,Ariane 5 ECA | Eutelsat W3B & BSAT-3b,Arianespace,"October 28, 2010 21:51:00 UTC",5.239,-52.768,S,Na
301,Long March 3B/E | Eutelsat W3C,China Aerospace Science and Technology Corporation,"October 7, 2011 08:21:00 UTC",28.246017,102.026556,S,Na
302,Ariane 5 ECA | Star One C3 & Eutelsat 21B,Arianespace,"November 10, 2012 21:05:07 UTC",5.239,-52.768,S,Na
303,Zenit 3SL | Eutelsat 70B,Sea Launch,"December 3, 2012 20:43:59 UTC",0.0,-154.0,S,Na
304,Proton-M Briz-M | Eutelsat 3D (W3D),International Launch Services,"May 14, 2013 16:02:00 UTC",46.039984,63.032093,S,Na
305,Ariane 5 ECA | Eutelsat 25B / Es'hail 1 & GSAT-7,Arianespace,"August 29, 2013 20:30:07 UTC",5.239,-52.768,S,Na
306,Zenit 3SL | Eutelsat 3B,Sea Launch,"May 26, 2014 21:09:59 UTC",0.0,-154.0,S,Na
307,Falcon 9 v1.1 | Eutelsat 115 West B & ABS-3A,SpaceX,"March 2, 2015 03:50:00 UTC",28.56194122,-80.57735736,S,Na
308,Ariane 5 ECA | Turksat 3A & Skynet 5C,Arianespace,"June 12, 2008 22:05:00 UTC",5.239,-52.768,S,Na
309,Pegasus HAPS | Space Test Experiments Platform 2 (STEP-2),Orbital Sciences Corporation,"May 19, 1994 17:03:00 UTC",34.905556,-117.883611,S,Na
310,Pegasus XL | Space Test Experiments Platform 1 (STEP-1),Orbital Sciences Corporation,"June 27, 1994 21:15:00 UTC",34.732778,-120.568056,F,Flight termination after loss of vehicle control 35 seconds into flight
311,Pegasus XL | Space Test Experiments Platform-3 (STEP-3),Orbital Sciences Corporation,"June 22, 1995 19:58:00 UTC",34.732778,-120.568056,F,Destroyed during second stage flight
312,Pegasus XL | Space Test Experiments Platform-4 (STEP-4),Orbital Sciences Corporation,"October 22, 1997 13:13:00 UTC",37.938611,-75.457222,S,Na
313,"Rokot / Briz-KM | Gonets-M12 & 2 x Strela-3 (Kosmos 2467, Kosmos 2468)",Russian Space Forces,"September 8, 2010 03:30:00 UTC",62.886999,40.846984,S,Na
314,"Rokot / Briz-KM | Gonets M-13, Gonets M-15, Strela-3M (Kosmos-2481) & Yubileyniy 2 (MiR)",Russian Aerospace Defence Forces,"July 28, 2012 01:35:34 UTC",62.886999,40.846984,S,Na
315,"Rokot / Briz-KM | Gonets M-14, Gonets M-16, Gonets M-17",Russian Aerospace Defence Forces,"September 11, 2013 23:23:04 UTC",62.886999,40.846984,S,Na
316,"Rokot / Briz-KM | Gonets-M18, Gonets-M19, Gonets-M20",Russian Aerospace Defence Forces,"July 3, 2014 12:43:52 UTC",62.886999,40.846984,S,Na
317,"Rokot / Briz-KM | Gonets M-21, Gonets M-22, Gonets M-23, Kosmos 2504",Russian Aerospace Defence Forces,"March 31, 2015 13:47:56 UTC",62.886999,40.846984,S,Na
318,"Rokot / Briz-KM | Gonets-M24, Gonets-M25, Gonets-M26 & 2 x Blits-M",Russian Space Forces,"January 1, 2019 00:00:00 UTC",62.886999,40.846984,S,Na
319,Shavit-2 | Ofeq-10,Israel Aerospace Industries,"April 9, 2014 19:06:02 UTC",31.897778,34.690556,S,Na
320,Shavit-2 | Ofeq-11,Israel Aerospace Industries,"September 13, 2016 14:38:00 UTC",31.897778,34.690556,S,Na
321,Long March 3B/E | APStar-7,China Aerospace Science and Technology Corporation,"March 31, 2012 10:27:04 UTC",28.246017,102.026556,S,Na
322,Long March 3B/E | APStar-9,China Aerospace Science and Technology Corporation,"October 16, 2015 17:00:00 UTC",28.246017,102.026556,S,Na
323,Long March 3B/E | APStar-6C,China Aerospace Science and Technology Corporation,"May 3, 2018 16:41:00 UTC",28.246017,102.026556,S,Na
324,Long March 3B/E | APStar-6D,China Aerospace Science and Technology Corporation,"December 1, 2019 00:00:00 UTC",28.246017,102.026556,S,Na
325,Ariane 5 ECA | Hispasat-1E & Koreasat 6,Arianespace,"December 29, 2010 21:27:00 UTC",5.239,-52.768,S,Na
326,Ariane 5 ECA | SGDC 1 & Koreasat 7,Arianespace,"May 4, 2017 23:19:00 UTC",5.239,-52.768,S,Na
327,Falcon 9 Block 4 | Koreasat 5A,SpaceX,"October 30, 2017 21:58:00 UTC",28.60822681,-80.60428186,S,Na
328,"Soyuz STA/Fregat | Pléiades-HR 1A, FASat-Charlie (SSOT), 4 x ELISA",Arianespace,"December 17, 2011 02:03:08 UTC",5.3019,-52.8346,S,Na
329,H-IIA 202 | KhalifaSat & GOSAT-2,Mitsubishi Heavy Industries,"October 29, 2018 04:20:00 UTC",30.401,130.977,S,Na
330,Ariane 5 G | Cluster,Arianespace,"June 4, 1996 12:34:00 UTC",5.239,-52.768,F,"A software error led to integer overflow, causing the rocket to veer off its flight path 37 seconds after launch. This caused the vehicle to disintegrate under high aerodynamic forces, eventually self-destructing due to its flight termination system."
331,Pegasus XL | High Energy Transient Explorer (HETE) & Satelite de Aplicaciones Cientificas-B (SAC-B),Orbital Sciences Corporation,"November 4, 1996 17:08:00 UTC",37.938611,-75.457222,F,"Battery failure in the Pegasus XL rocket third stage, satellites did not separate from third stage."
332,Delta II 7320 | SAC-D,United Launch Alliance,"June 10, 2011 14:20:00 UTC",34.7556,-120.6224,S,Na
333,Pegasus XL | High Energy Transient Explorer (HETE) & Satelite de Aplicaciones Cientificas-B (SAC-B),Orbital Sciences Corporation,"November 4, 1996 17:08:00 UTC",37.938611,-75.457222,F,"Battery failure in the Pegasus XL rocket third stage, satellites did not separate from third stage."
334,Pegasus Hybrid | High Energy Transient Explorer 2 (HETE-2),Orbital Sciences Corporation,"October 9, 2000 05:38:00 UTC",8.716667,167.733333,S,Na
335,Antares 110 | Cygnus Mass Simulator,Orbital Sciences Corporation,"April 21, 2013 21:00:02 UTC",37.8337,-75.4881,S,Na
336,Ariane 5 G | INSAT-3B & AsiaStar,Arianespace,"March 21, 2000 23:28:00 UTC",5.239,-52.768,S,Na
337,Ariane 5 G | INSAT-3A & Galaxy 12,Arianespace,"April 9, 2003 22:52:00 UTC",5.239,-52.768,S,Na
338,"Ariane 5 G | INSAT-3E, eBird 1, SMART-1",Arianespace,"September 27, 2003 23:14:00 UTC",5.239,-52.768,S,Na
339,"Ariane 5 GS | INSAT-4A, Meteosat 9",Arianespace,"December 21, 2005 22:33:00 UTC",5.239,-52.768,S,Na
340,Ariane 5 ECA | Spainsat & Hot Bird 7A,Arianespace,"March 11, 2006 22:33:00 UTC",5.239,-52.768,S,Na
341,GSLV | INSAT-4C,Indian Space Research Organization,"July 10, 2006 12:08:00 UTC",13.7199,80.2304,F,The primary cause for the failure was the sudden loss of thrust in one out of the four liquid propellant strap-on stages (S4) immediately after lift-off at 0.2 sec. Rocket's self destruct was engaged over the Bay of Bengal.
342,Ariane 5 ECA | Skynet 5A & INSAT-4B,Arianespace,"March 11, 2007 22:03:00 UTC",5.239,-52.768,S,Na
343,GSLV | INSAT-4CR,Indian Space Research Organization,"September 2, 2007 12:51:00 UTC",13.7199,80.2304,F,Error in guidance subsystem caused low apogee and high inclination. Payload reached correct orbit on its own power.
344,Ariane 5 ECA | ST-2 & INSAT-4G/GSAT-8,Arianespace,"May 20, 2011 20:38:00 UTC",5.239,-52.768,S,Na
345,Ariane 5 ECA | Alphasat I-XL (Inmarsat-XL) & INSAT-3D,Arianespace,"July 25, 2013 19:54:07 UTC",5.239,-52.768,S,Na
346,Falcon 9 Full Thrust | Iridium-1,SpaceX,"January 14, 2017 17:54:34 UTC",34.632,-120.611,S,Na
347,Falcon 9 Full Thrust | Iridium-2,SpaceX,"June 25, 2017 20:25:18 UTC",34.632,-120.611,S,Na
348,Falcon 9 Block 4 | Iridium-3,SpaceX,"October 9, 2017 12:37:01 UTC",34.632,-120.611,S,Na
349,Falcon 9 Full Thrust | Iridium-4,SpaceX,"December 23, 2017 01:27:34 UTC",34.632,-120.611,S,Na
350,Falcon 9 Block 4 | Iridium-5,SpaceX,"March 30, 2018 14:13:51 UTC",34.632,-120.611,S,Na
351,Falcon 9 Block 4 | Iridium-6 & GRACE-FO,SpaceX,"May 22, 2018 19:47:58 UTC",34.632,-120.611,S,Na
352,Falcon 9 Block 5 | Iridium-7,SpaceX,"July 25, 2018 11:39:30 UTC",34.632,-120.611,S,Na
353,Falcon 9 Block 5 | Iridium-8,SpaceX,"December 30, 2018 16:38:00 UTC",34.632,-120.611,S,Na
354,Pegasus  | Satélite de Coleta de Dados-1 (SCD-1),Orbital Sciences Corporation,"February 9, 1993 14:30:00 UTC",28.455556,-80.527778,S,Na
355,Pegasus Hybrid | Satélite de Coleta de Dados-2 (SCD-2),Orbital Sciences Corporation,"October 22, 1998 00:02:00 UTC",28.455556,-80.527778,S,Na
356,Shavit-2 | Ofeq-10,Israel Aerospace Industries,"April 9, 2014 19:06:02 UTC",31.897778,34.690556,S,Na
357,Shavit-2 | Ofeq-11,Israel Aerospace Industries,"September 13, 2016 14:38:00 UTC",31.897778,34.690556,S,Na
358,Unha-3 | Kwangmyongsong-3,Korean Committee of Space Technology,"April 12, 2012 22:38:55 UTC",39.66,124.705,S,Na
359,Unha-3 | Kwangmyongsong-3 Unit 2,Korean Committee of Space Technology,"December 12, 2012 00:49:46 UTC",39.66,124.705,S,Na
360,Unha | Kwangmyongsong-4,Korean Committee of Space Technology,"February 7, 2016 00:30:00 UTC",39.66,124.705,S,Na
361,Soyuz-2.1a/Fregat | 6 x Globalstar-2,Starsem SA,"October 19, 2010 17:10:53 UTC",45.996034,63.564003,S,Na
362,Soyuz-2.1a/Fregat | 6 x Globalstar-2,Starsem SA,"July 13, 2011 02:27:00 UTC",45.996034,63.564003,S,Na
363,Soyuz-2.1a/Fregat | 6 x Globalstar-2,Starsem SA,"December 28, 2011 17:09:00 UTC",45.996034,63.564003,S,Na
364,Soyuz-2.1a/Fregat | 6 x Globalstar-2,Starsem SA,"February 6, 2013 16:04:24 UTC",45.996034,63.564003,S,Na
365,Pegasus XL | Wide Field Infrared Explorer (WIRE),Orbital Sciences Corporation,"March 5, 1999 02:56:00 UTC",34.732778,-120.568056,S,Na
366,Delta IV Heavy | DSP-23,United Launch Alliance,"November 11, 2007 01:50:00 UTC",28.5317,-80.56495,F,
367,"Pegasus XL HAPS | Multiple Paths, Beyond-Line-of-Sight Communications (MUBLCOM)  & Topographic Experiment using Radiative Recombinative Ionospheric EUV and Radio Sources (TERRIERS)",Orbital Sciences Corporation,"May 18, 1999 05:09:00 UTC",34.732778,-120.568056,S,Na
368,Proton-M / Briz-M Enhanced | Ekspress AM-4,Khrunichev State Research and Production Space Center,"August 17, 2011 21:25:00 UTC",46.039984,63.032093,S,Na
369,Proton-M / Briz-M Enhanced | Telkom-3 & Ekspress MD2,Khrunichev State Research and Production Space Center,"August 6, 2012 19:31:00 UTC",46.071001,62.984999,S,Na
370,Proton-M Briz-M | Ekspress AM-5,Khrunichev State Research and Production Space Center,"December 26, 2013 10:49:56 UTC",46.071001,62.984999,S,Na
371,Proton-M Briz-M | Ekspress-AT1 & Ekspress-AT2,Khrunichev State Research and Production Space Center,"March 15, 2014 23:08:00 UTC",46.071001,62.984999,S,Na
372,Proton-M Briz-M | Ekspress-AM4R,Khrunichev State Research and Production Space Center,"May 15, 2014 21:42:00 UTC",46.039984,63.032093,S,Na
373,Proton-M Briz-M | Ekspress AM6,Khrunichev State Research and Production Space Center,"October 21, 2014 15:09:32 UTC",46.071001,62.984999,F,The payload was placed into a lower than planned orbit.
374,Proton-M Briz-M | Ekspress AM7,Khrunichev State Research and Production Space Center,"March 18, 2015 22:05:00 UTC",46.039984,63.032093,S,Na
375,Proton-M/Blok DM-03 | Ekspress AM8,Khrunichev State Research and Production Space Center,"September 14, 2015 19:00:00 UTC",46.071001,62.984999,S,Na
376,Proton-M Briz-M | Ekspress AMU1 / (EUTELSAT 36C),Khrunichev State Research and Production Space Center,"December 24, 2015 21:31:00 UTC",46.071001,62.984999,S,Na
377,Pegasus XL | Submillimeter Wave Astronomy Satellite (SWAS),Orbital Sciences Corporation,"December 6, 1998 00:57:00 UTC",34.732778,-120.568056,S,Na
378,Zenit-3F | Spektr-R (RadioAstron),Russian Federal Space Agency (ROSCOSMOS),"July 18, 2011 02:31:00 UTC",45.943492,63.653014,S,Na
379,PSLV XL | Astrosat,Indian Space Research Organization,"September 28, 2015 04:30:00 UTC",13.733,80.235,S,Na
380,H-IIA 202 | Astro-H (Hitomi),Mitsubishi Heavy Industries,"February 17, 2016 09:30:00 UTC",30.401,130.977,S,Na
381,Ariane 5 GS | Thaicom 4,Arianespace,"August 11, 2005 08:20:00 UTC",5.239,-52.768,S,Na
382,Ariane 5 ECA | Satmex 6 & Thaicom 5,Arianespace,"May 27, 2006 00:00:00 UTC",5.239,-52.768,S,Na
383,Atlas V 421 | ICO G1,United Launch Alliance,"April 14, 2008 20:12:00 UTC",28.58341025,-80.58303644,F,
384,Falcon 9 v1.1 | Thaicom-6,SpaceX,"January 6, 2014 22:06:00 UTC",28.56194122,-80.57735736,S,Na
385,Ariane 5 ECA | DirecTV 15 & Sky Mexico 1,Arianespace,"May 27, 2015 21:40:00 UTC",5.239,-52.768,S,Na
386,Falcon 9 Full Thrust | Thaicom 8,SpaceX,"May 27, 2016 23:39:00 UTC",28.56194122,-80.57735736,S,Na
387,SS-520-4 | TRICOM-1,Japan Aerospace Exploration Agency,"January 14, 2017 23:50:00 UTC",31.251871,131.079089,S,Na
388,SS-520-5 | TRICOM-1R,Japan Aerospace Exploration Agency,"February 3, 2018 05:13:00 UTC",31.251871,131.079089,S,Na
389,Ariane 5 ECA | BepiColombo,Arianespace,"October 20, 2018 01:45:28 UTC",5.239,-52.768,S,Na
390,Pegasus XL | Ionospheric Connection Explorer (ICON),Northrop Grumman Innovation Systems,"November 19, 2018 08:05:00 UTC",28.455556,-80.527778,S,Na
391,"Ariane 5 G | Astra 2D & GE-8, LDREX",Arianespace,"December 20, 2000 00:26:00 UTC",5.239,-52.768,S,Na
392,"Ariane 5 ECA | DirecTV-9S, Optus D1, LDREX-2",Arianespace,"October 13, 2006 20:56:00 UTC",5.239,-52.768,S,Na
393,"Rokot / Briz-KM | Gonets-M12 & 2 x Strela-3 (Kosmos 2467, Kosmos 2468)",Russian Space Forces,"September 8, 2010 03:30:00 UTC",62.886999,40.846984,S,Na
394,"Rokot / Briz-KM | Gonets M-13, Gonets M-15, Strela-3M (Kosmos-2481) & Yubileyniy 2 (MiR)",Russian Aerospace Defence Forces,"July 28, 2012 01:35:34 UTC",62.886999,40.846984,S,Na
395,"Rokot / Briz-KM | Gonets M-14, Gonets M-16, Gonets M-17",Russian Aerospace Defence Forces,"September 11, 2013 23:23:04 UTC",62.886999,40.846984,S,Na
396,"Rokot / Briz-KM | Gonets-M18, Gonets-M19, Gonets-M20",Russian Aerospace Defence Forces,"July 3, 2014 12:43:52 UTC",62.886999,40.846984,S,Na
397,"Rokot / Briz-KM | Gonets M-21, Gonets M-22, Gonets M-23, Kosmos 2504",Russian Aerospace Defence Forces,"March 31, 2015 13:47:56 UTC",62.886999,40.846984,S,Na
398,"Rokot / Briz-KM | Gonets-M24, Gonets-M25, Gonets-M26 & 2 x Blits-M",Russian Space Forces,"January 1, 2019 00:00:00 UTC",62.886999,40.846984,S,Na
399,"Rokot / Briz-KM | Gonets-M12 & 2 x Strela-3 (Kosmos 2467, Kosmos 2468)",Russian Space Forces,"September 8, 2010 03:30:00 UTC",62.886999,40.846984,S,Na
400,"Rokot / Briz-KM | Gonets M-13, Gonets M-15, Strela-3M (Kosmos-2481) & Yubileyniy 2 (MiR)",Russian Aerospace Defence Forces,"July 28, 2012 01:35:34 UTC",62.886999,40.846984,S,Na
401,"Rokot / Briz-KM | 3 x Strela-3M (Kosmos-2482, Kosmos-2483, Kosmos-2484)",Russian Aerospace Defence Forces,"January 15, 2013 16:24:59 UTC",62.886999,40.846984,S,Na
402,Strela | Kondor No.202 (Kosmos-2487),Khrunichev State Research and Production Space Center,"June 27, 2013 16:53:00 UTC",46.052,62.986,S,Na
403,"Rokot / Briz-KM | 3 x Strela-3M (Kosmos-2488, Kosmos-2489, Kosmos-2490) & Kosmos-2491",Russian Aerospace Defence Forces,"December 25, 2013 00:31:55 UTC",62.886999,40.846984,S,Na
404,"Rokot / Briz-KM | 3x Strela-3M (Kosmos 2496, Kosmos 2497, Kosmos 2498) & Kosmos 2499",Russian Aerospace Defence Forces,"May 23, 2014 05:27:54 UTC",62.886999,40.846984,S,Na
405,Strela | Kondor-E,Khrunichev State Research and Production Space Center,"December 19, 2014 04:43:33 UTC",46.052,62.986,S,Na
406,"Rokot / Briz-KM | 3 x Strela-3M (Kosmos 2507, Kosmos 2508, Kosmos 2509)",Russian Space Forces,"September 23, 2015 21:59:38 UTC",62.886999,40.846984,S,Na
407,"Pegasus  | Pegsat, NavySat",Orbital Sciences Corporation,"April 5, 1990 19:10:17 UTC",34.905556,-117.883611,S,Na
408,GSLV | GSAT-1,Indian Space Research Organization,"April 18, 2001 10:13:00 UTC",13.733,80.235,F,Payload placed into lower than planned orbit. Payload didn't have enough fuel to get to a usable orbit.
409,GSLV | GSAT-2,Indian Space Research Organization,"May 13, 2003 11:28:00 UTC",13.733,80.235,S,Na
410,GSLV | GSAT-3,Indian Space Research Organization,"September 20, 2004 10:31:00 UTC",13.733,80.235,S,Na
411,GSLV Mk II | GSAT-4 (HealthSat),Indian Space Research Organization,"April 15, 2010 10:57:00 UTC",13.7199,80.2304,F,Third stage failure.
412,GSLV | GSAT-5P,Indian Space Research Organization,"December 25, 2010 10:34:00 UTC",13.7199,80.2304,F,Destroyed by range safety officer after loss of control over liquid-fueled boosters.
